id,keyword 
12242,musical
12242,escape
12242,ancient china
11836,ocean
11836,sea
11836,star
11836,water
11836,freeze
9711,saving the world
9711,military
1640,daughter
1640,installer
1640,car crash
8699,journalism
8699,sexism
8699,ladder
8699,panda
8699,tv show in film
10096,new york
10096,photographer
10096,editor-in-chief
10096,wish
10096,michael jackson
14442,magic
14442,prince
14442,fairy tale
14442,spell
14442,fantasy world
10591,porn actor
10591,pornographic video
10591,high school
10591,school party
10591,blonde
11024,detective
11024,monster
11024,engine
11024,based on tv series
11024,dog
866,london
866,scotland
866,parents kids relationship
866,becoming an adult
866,fantasy
11247,jealousy
11247,cinderella
11247,work
11247,step mother
11247,high school
395,saving the world
395,predator
395,laserpointer
395,space marine
395,pyramid
9472,underdog
9472,competition
9472,bank
9472,bar
9472,ball
10045,paris
10045,vororte
10045,dystopia
10045,parkour
1966,aristotle
1966,gay kiss
1966,egypt
1966,greece
1966,persia
11282,brother brother relationship
11282,amsterdam
11282,trip
11282,road trip
11282,cannabis
176,shotgun
176,based on short film
176,sadist
176,pistol
176,chained
558,dual identity
558,love of one's life
558,pizza boy
558,marvel comic
558,sequel
9352,paris
9352,berlin
9352,alcohol
9352,sex
9352,nudity
9509,mexico
9509,cia
9509,diary
9509,bible
9509,bodyguard
5966,beach
5966,honeymoon
5966,bride
5966,chance
5966,risk
2288,father-son relationship
2288,love at first sight
2288,photographer
2288,loss of lover
2288,cheating
7220,chain
7220,submachine gun
7220,undercover
7220,smuggling
7220,twin brother
314,white russian
314,sex
314,dc comics
314,superheroine
314,female protagonist
13673,holiday
27,london
27,female nudity
27,sex
27,rock and roll
27,condom
924,refugee
924,mass murder
924,habor
924,car journey
924,department store
15165,musical
9477,merlin
9477,king arthur
9477,sir lancelot
9477,guinevere
2789,sunrise
2789,adventure
2789,dystopia
2789,matter of life and death
2789,rifle
2539,upper class
2539,mother
2539,single parent
2539,parents kids relationship
2539,wife husband relationship
1586,alcohol
1586,adultery
1586,detective
1586,mississippi
1586,jealousy
4836,ecstasy
4836,drug traffic
4836,drug mule
4836,hitman
4836,mission of murder
10589,bahamas
10589,master thief
10589,crook couple
14623,secret organization
14623,based on tv series
14623,golden gate bridge
14623,locker
14623,oil rig 
11130,coronation
11130,duty
11130,marriage
11130,falling in love
10733,texas
10733,officer
10733,uprising
10733,alamo
10733,mexican
80,paris
80,journalist
80,dialogue
80,talking
80,soulmates
1970,male nudity
1970,nurse
1970,japanese
1970,house
1970,curse
9759,bank
9759,mobile phone
9759,telephone
9759,weapon
9759,police
14462,senator
14462,gulf war
14462,canoe
14462,kuwait
14462,conspiracy
4553,factory
4553,insomnia
4553,post it
4553,machinist
4553,cleaning bathroom tile
11249,baby
11249,puppet
11249,filmdreh
11249,murder
11249,killer toys
11045,taxi driver
11045,bank robber
8849,new york
8849,cheating
8849,flirt
8849,lover
8849,older woman seduces younger guy
14247,sniper
14247,male friendship
14247,thailand
14247,childhood friend
4380,jealousy
4380,wife husband relationship
4380,dancing master
9541,yuppie
9541,daughter
9541,loss of wife
9890,android
9890,housewife
9890,transformation
14337,distrust
14337,garage
14337,identity crisis
14337,time travel
14337,time machine
11633,man vs machine
11633,cyborg
11633,terrorist
11633,metropolis
11633,future
13700,ferme
2023,horse race
2023,horse
2023,racehorse
1599,sex
1599,detective
1599,jealousy
1599,humor
1599,protest
1777,u.s. president
1777,jihad
1777,saudi-arabia
1777,war on terror
1777,iraq
13476,celebrity
13476,romantic comedy
13476,male female relationship
13476,movie star
12153,undercover
12153,fish out of water
12153,high society
12153,buddy cop
12153,federal bureau of investigation
205,rwanda
205,refugee
205,refugee camp
205,militia
205,murder
10367,female nudity
10367,sex
10367,becoming an adult
10367,luxury
10367,investigation
11358,casino
11358,sheriff
11358,home
11358,violence
11358,special forces
21385,mickey mouse
21385,musketeer
21385,donald duck
21385,pegleg pete
21385,minnie mouse
83,diving
83,cataclysm
83,nightmare
83,panic
83,red sea
2841,paris
2841,prostitute
2841,loss of lover
2841,amnesia
2841,bodily disabled person
3989,paris
3989,france
3989,cairo
3989,capitalism
3989,loss of lover
10891,small town
10891,miner
10891,aggression by animal
10891,graboids
10891,man eaten by monster
13378,holiday
13378,woman director
11025,music video
11025,geek
11025,vacation
11025,university
11025,teen comedy
5552,bed
5552,skeleton
5552,science fiction
5552,white woman
9805,taxi driver
9805,space marine
9805,time travel
9675,california
9675,golf
9675,oscar award
9675,wine
9675,stag night
10762,death of a friend
10762,treasure hunt
13193,christianity
13193,gay
13193,coming out
13193,independent film
13193,coming of age
9384,informant
9384,jumping from a rooftop
9384,surveillance footage
16791,fairy
16791,wish fulfillment
11132,rock star
11132,spotlight
11132,high school
11132,party
11132,rival
6947,forest
2122,hitman
615,christianity
615,jewry
615,roman empire
615,jesus christ
615,suffering
11237,snake
11237,expedition
11237,traitor
11237,research
11237,orchid
1677,black people
1677,soul
1677,country music
1677,loss of brother
1677,1970s
10677,dance
10677,reicher amerikaner
10677,cuban revolution
10677,little boy
10677,falling in love
2003,gay
2003,sex
2003,gay scene
2003,women's sexual identity
2003,nightclub
57825,bollywood
57825,woman director
10740,loss of husband
10740,reincarnation
10740,friends
10740,little boy
10740,independent film
11823,tennis
11823,new love
11823,tennis player
11823,australia
11823,wimbledon
11081,underdog
11081,strangeness
11081,special capabilities
11081,undercover agent
11081,investigation
13505,secret
13505,test
13505,school
13505,student
13505,hacking
36763,vampire
36763,priest
36763,hospital
9833,dancing
9833,obsession
9833,auction
9833,wheelchair
9833,rose
438,riddle
438,mathematics
438,murder
438,violence
438,parallel universe
401,individual
401,new jersey
401,paraplegic
401,loss of mother
401,expensive restaurant
8193,underdog
8193,brother brother relationship
8193,idaho
8193,high school
8193,chat
13969,u.s. president
13969,undercover
13969,college
13969,daughter
13969,romantic comedy
11026,secret
11026,obsession
11026,exorcism
11026,remake
11026,priest
9893,high school
9893,scavenger hunt
9893,teenage crush
9893,slumber party
9893,teenager
11208,love of one's life
11208,leave
11208,look-alike
11208,intrigue
11540,paris
11540,transformation
11540,crook
11540,thief
11540,falling in love
421,ocean
421,film making
421,loss of mother
421,cynic
421,red cap
10204,paris
10204,london
10204,new york
10204,jules verne
10204,san francisco
21301,blaxploitation
10046,indian territory
10046,indian
10046,marshal
10046,magic
10046,outlaw
11137,secret identity
11137,wisconsin
11137,prince
11137,college
11137,modesty
10870,indian territory
10870,saloon
10870,robber
10870,bank robber
10870,cutting the cord
12450,riddle
12450,treasure
12450,russian
12450,treasure hunt
12450,treasure map
29979,car crash
29979,serial killer
29979,series of murders
7092,london
7092,mr. hayd
7092,helsing
7092,mision
10145,loss of son
10145,motel
10145,airplane
10145,delusion
10145,grief
15566,holiday
7548,london
7548,sex
7548,dying and death
7548,poet
7548,theatre milieu
15775,loss of lover
15775,love
15775,blood
15775,heavy rain
15775,blood on face
1901,midlife crisis
1901,daughter
1901,bad boss
9528,beach
9528,sister sister relationship
9528,garden
9528,shipwreck
9528,cornwall
11109,england
11109,mother role
11109,women's prison
11109,police
11109,neighbor
23592,submarine
23592,mutiny
23592,world war ii
23592,prisoner of war
14207,tv movie
14172,revenge
11930,car race
11930,highway
11930,police
11930,raser
11930,stolen cars
11866,robbery
11866,water
11866,gobi desert
11866,disaster
11866,plane crash
6478,musical
6478,perfectionist
6478,rowboat
6478,courtship
11058,schizophrenia
11058,clone
11058,loss of son
11058,nightmare
11058,doctor
12109,disc jockey
12109,loss of family
12109,cocaine
12109,comeback
12109,recording studio
13416,sex
13416,american football
13416,based on novel
13416,texas
13416,career
5516,church choir
5516,hiding place
5516,garbage
5516,duringcreditsstinger
9688,married couple
9688,friends
9688,falling in love
9688,celebration
4599,new york
4599,pastor
4599,world of fasion
4599,loss of parents
4599,mannequin
11162,venice
11162,shakespeare
11162,jew
11162,ship
11162,salesperson
15184,italy
15184,based on play
15184,gossip
15184,1930s
15184,affair
20912,independent film
15644,independent film
34843,biography
34843,stephen hawking
11141,irland
11141,rock star
11141,court case
11141,rival
11141,falling in love
14024,music
14024,life's dream
14024,aspiring singer
14024,singer
14024,teenager
11188,jealousy
11188,blacksmith
11188,treasure
11188,new love
11188,sword
11632,london
11632,british empire
11632,lover
11632,advancement
11632,aristocrat
11184,free love
11184,sex
11184,sexuality
11184,indiana
11184,professor
1997,brother brother relationship
1997,loss of brother
1997,cambodia
1997,chase
1997,tiger
842,suicide
842,disillusion
842,brother brother relationship
842,corruption
842,robbery
5460,female nudity
5460,sex
5460,manipulation
5460,sequel
5460,teenager
1126,brother brother relationship
1126,soulmates
1126,home
1126,return
1126,ex-girlfriend
10742,dancing
10742,adultery
10742,detective
10742,dancer
10742,handcuffs
11401,rock star
11401,heavy metal
11401,recording studio
11401,psychologist
11401,conflict
10718,ex-girlfriend
10718,drug dealer
10718,gang
10718,motorcyclist
14292,olympic games
14292,sport
14292,hockey
14292,milwaukee wisconsin
14292,st. paul minnesota
16617,fbi
16617,island
16617,serial killer
16617,series of murders
9636,prison
9636,medicine
9636,experiment
9636,death penalty
9636,experiment with human beings
11171,child abuse
11171,amnesia
11171,trainer
11171,hustler
11171,homosexuality
10609,cheating
10609,film director
10609,conflict
10609,family
10609,spectacle
13932,fire
13932,baby
13932,hero
13932,transformation
13932,classical music
49007,independent film
49007,woman director
12657,black people
12657,hip-hop
12657,nightclub
12657,airplane
12657,chaos
24653,italy
24653,switzerland
24653,loneliness
24653,mafia
17209,medicine
17209,spirit
17209,psychiatry
11217,island
11217,machete
11217,beautiful woman
11217,serial killer
11217,murder hunt
9830,business man
9830,daughter
9830,cayman islands
9830,tax evasion
14844,venice
14844,berlin
14844,u.s. president
14844,undercover
14844,prague
8080,serial killer
12634,hotel
12634,robbery
12634,based on novel
12634,judge
12634,hawaii
8981,scotland
8981,father-son relationship
8981,single parent
8981,loss of father
8981,violent father
10710,jealousy
10710,inventor
10710,neighbor
10710,best friend
10710,milliionaire
26579,prostitute
26579,alcohol
26579,rape
26579,sex
26579,fire
16232,baseball
16232,sport
15673,gay
15673,drag queen
15673,mistaken identity
16428,best selling author
11099,star
11099,microchip
11099,dying and death
11099,boss
11099,filmteam
11169,secret agent
11169,politics
11169,dubai
11169,illegal prostitution
17047,london
17047,cia
17047,teenage hero
17047,teen spy
17047,cia agent
33641,hunter
33641,biologist
33641,animal horror
12483,suicide
12483,ex-girlfriend
12483,halloween
12483,apoplectic stroke
9372,experiment
9372,health
9372,junk food
9372,food industry
9372,fast food
18923,gay
18923,aids
18923,based on novel
18923,gay kiss
18923,gay scene
14846,plan
8842,biography
8842,sport
14681,gay
14681,gay romance
9953,alcohol
9953,new orleans
9953,book
9953,friendship
9953,house
11413,bank
11413,bad luck
11413,engagement
11413,revenge
11413,independent film
19316,lesbian kiss
19316,lesbian couple
19316,woman director
9795,island
9795,amulet
9795,made for cable tv
9795,dragon
9795,doppelganger
9965,television
9965,moderator
9965,anchorman
13702,male nudity
13702,female nudity
13702,dancer
13702,orgy
13702,group sex
32528,rome
32528,gladiator
32528,roman empire
32528,gladiator fight
32528,slavery
36272,human trafficking
36272,secret code
10296,london
10296,cocaine
10296,hooligan
10296,eastend
10296,soccer
11128,ledge
11128,practical joke
18165,hostage
18165,hostage drama
18165,revenge
18165,hiv
18165,independent film
34560,holiday
34560,witch
34560,magic
34560,halloween
34560,sorcery
115626,pop star
115626,teen movie
115626,teenager
115626,cell phone
8357,alternate dimension
8357,new age
8357,parallel worlds
8357,pseudoscience
8357,theology
10927,return
10927,reality
10927,support
10927,engine
10927,fantastic
11052,monster
11052,card game
11052,fight
11052,world supremacy
11052,duel
26,berlin
26,neo-nazi
26,israel
26,nazi background
26,chauffeur
20483,bank robbery
15483,italian
15483,police
15483,serial killer
26463,holiday
26463,male female relationship
2791,space marine
2791,mercenary
2791,danger of life
2791,dystopia
2791,riddick
9692,ex-detainee
9692,pedophilia
9692,work
9692,girlfriend
9692,innere stimme
21776,suspense
19592,bank
19592,haunted house
19592,supernatural powers
19592,supernatural
9709,brother sister relationship
9709,becoming an adult
9709,northern england
9709,female friendship
9709,moped
16131,uncle
16131,grandparents
16131,independent film
13905,adventure
13905,farscape
13905,tv mini-series
1944,beach
1944,infidelity
1944,book
1944,assistant
1944,innocence
14198,con man
14198,con artist
16764,supernatural
16764,psychopath
16764,remake
16764,murder
16764,independent film
31117,baby
31117,baseball
31117,scientific study
31117,computer
31117,genius
291,ocean
291,california
291,sea
291,beach
291,surfer
9391,picnic
9391,hot air balloon
9391,rescue
15058,rape
15058,trauma
15058,high school
15058,independent film
15058,mute
12281,suicide
12281,alcohol
12281,secret
12281,birthday
12281,lake
10257,saving the world
10257,fictional place
10257,emperor
10257,chosen one
1404,muslim
1404,glasgow
1404,tradition
1404,immigration
1404,love of one's life
23601,adultery
23601,loyalty
23601,forbidden love
23601,marriage
23601,romance
12877,rage and hate
12877,brother
12877,revenge
12877,punishment
12877,home movie footage
3057,monster
3057,frankenstein
15237,musical
15237,biography
15237,hollywood
15237,theater
20147,stand-up
20147,live comedy
20147,comedy
20147,fillmore
20147,stand up comedy
10838,space marine
10838,vampire
10838,dracula
10838,matter of life and death
10838,vlad
17871,stand-up
17871,stand up comedy
24747,sport
8555,monster
8555,subway
8555,cellar
8555,prosecution
8555,insanity
51786,time travel
51786,dystopia
51786,alternate reality
12703,rape
12703,ambulance
12703,ex-girlfriend
12703,memory
12703,unsimulated sex
44345,film history
44345,editing
44345,old movie
44345,film editor
44345,woman director
16358,family secrets
16358,dysfunctional family
16358,independent film
16358,death in family
16358,family conflict
20544,biography
20544,surgery
9976,halloween
9976,psychopath
9976,stalker
9976,disguise
9534,sex
9534,orgy
9534,department store
9534,underwear
9534,ambition
20200,dream
20200,narkolepsy
20200,group therapy
20200,therapist
20200,comic book
540,coming out
540,lesbian
540,female protagonist
540,closeted homosexual
540,based on short film
14114,hip-hop
14114,dance performance
14114,dance
14114,breakdance
14114,musical
14463,wilderness
14463,log cabin
14463,hermit
10271,paris
11588,infidelity
11588,amnesia
11588,paranoia
11588,nightmare
11588,time
25248,sport
25248,independent film
12540,competition
12540,cheerleader
12540,adversary
12540,sport
12540,high school
14399,ransom
14399,kidnapper
14399,kidnapping and murder
14399,kidney transplant 
1843,bus
1843,junkie
1843,heroin
1843,career
1843,musical
59474,brazilian
59474,biography
59474,woman director
1392,prostitute
1392,red-light disctrict
1392,human trafficking
1392,calcutta
1392,illegal prostitution
238,italy
238,love at first sight
238,loss of father
238,patriarch
238,organized crime
10669,strangeness
10669,wound
10669,wilderness
10669,canoe
10669,rafting
1688,circus
1688,pet
1688,human being
1688,dystopia
1688,insurrection
10784,berlin
10784,sex
10784,entertainer
10784,cabaret
10784,gramophone
573,london
573,rape
573,police
573,suspense
573,serial killer
14881,pistol
14881,violence
14881,mexican
14881,gun violence
14881,cowboy shirt
811,space marine
811,sunlight
811,plants
811,space travel
811,saturn
24559,future
24559,dresden
24559,pilgrim
24559,alien
24559,optometrist
692,gay
692,trailer park
692,pop culture
692,drug dealer
692,heroin
11624,transsexuality
11624,perversity
11624,sperm
11624,orgasm
11624,sodomy
32613,monk
32613,monster
32613,expedition
32613,russia
32613,cossack
15516,rape
15516,gun
15516,birthday
15516,concert
15516,death of a child
6949,san francisco
6949,chaos
11943,loss of son
11943,rocky mountains
11943,cabin
11943,survival
11943,snow
26119,rape
26119,posse
26119,dead horse
26119,canteen
26119,carcass
551,life and death
551,prostitute
551,new year's eve
551,sea
551,brother sister relationship
19403,map
19403,hitman
19403,professional hit
19403,lock pick
19403,exploding motorcycle
993,upper class
993,robbery
993,infidelity
993,rival in love
993,author
15573,boy
15573,beef
15573,cattle drive
15573,rancher
15573,cattle
5916,on the run
24236,robbery
24236,invention
24236,college
24236,student
24236,invisible
38939,santa claus
38939,anthology film
38939,crypt keeper
38939,monkeys paw
38939,jingle bells
11610,date
11610,hallucination
11610,idol
11610,advice
11610,make a match
22784,depression
22784,labor organizer
25771,rock
25771,concert
25771,progressive rock
25771,pompeii
25771,stylish
12530,italy
12530,loss of mother
12530,loss of father
12530,island
12593,new york
12593,male nudity
12593,neo-nazi
12593,sex
12593,cat
21711,politics
23847,suspense
23847,blaxploitation
33638,judge
33638,outlaw
33638,lawyer
35280,twin brothers
25993,asylum
25993,insane asylum
25993,psychiatrist
25993,anthology film
25993,mental asylum
30566,vampire
30566,blaxploitation
30566,campy
40022,organized crime
24571,1970s
24571,gang of thieves
24571,comedy
24571,carry on
24571,hospital
38761,rabbit
38761,dead family
38761,giant animal
38761,mutant animal
38761,pantyhose
18250,egypt
18250,organ
18250,immortality
18250,sequel
18250,murder
16993,transporter
16993,boxer
16993,boxing match
16993,sport
16993,gritty
1891,rebel
1891,asteroid
1891,space battle
1891,snow storm
1891,space colony
694,hotel
694,isolation
694,hotelier
694,colorado
694,maze
813,chicago
813,alcohol
813,cataclysm
813,guitar
813,medicine
525,dancing
525,prison
525,chicago
525,country music
525,nun
5689,sexual identity
5689,shipwreck
5689,lovers
5689,stranded
5689,marooned
1578,transporter
1578,jealousy
1578,violent husband
1578,paranoia
1578,violence in family
8536,saving the world
8536,dc comics
8536,sequel
8536,superhero
8536,based on comic book
4488,drowning
4488,lake
4488,cabin
4488,cult
4488,revenge
3537,dance performance
3537,dance
3537,musical
3537,rival
3604,emperor
3604,solar eclipse
3604,prince
3604,tv duel
3604,fighter
1955,exploitation
1955,biography
1955,hospital
1955,curiosity
1955,sideshow
13612,comedy
13612,marijuana
12705,elephant
12705,prosecution
12705,transportation
12705,road
12705,girlfriend
10765,paris
10765,role of women
8393,africa
8393,airplane
8393,present
8393,bottle
8393,botswana
790,prophecy
790,sea
790,beach
790,gold
790,small town
38602,remake
38602,lord
11977,golf
11977,underwear
11977,sport
11977,golf course
11977,gopher
11033,transvestism
11033,taxi
11033,prostitute
11033,subway
11033,shower
14475,senate
14475,fight
14475,salesman
14475,theft
14475,car
16395,witch
21629,escape from prison
21629,mistaken identity
21629,fish out of water
21629,wrongful imprisonment
21866,love
21866,cowboys
21866,wild west show
10935,montana
10935,showdown
10935,brothel
10935,marshal
10935,dance
40969,female nudity
40969,magic
40969,nudity
40969,mask
40969,college
19267,chicago
19267,street gang
19267,martial arts
8738,world war ii
8738,pearl harbor
8738,airplane
8738,time travel
37997,independent film
16633,time travel
16633,playwright
16633,1910s
11335,baby
11335,blackmail
11335,supernatural powers
11335,based on cartoon
11335,sailor
12129,counterfeiting ring
12129,the love bug
17169,bare knuckle boxing
17169,fight
17169,mafia
17169,motorcycle
17169,motorcycle gang
14807,thriller
14807,bombing
20681,africa
20681,revolution
20681,mercenary
20681,battlefield
20681,guerilla warfare
11542,male nudity
11542,female nudity
11542,based on novel
11542,subconsciousness
11542,nudity
17496,country music
17496,texas
17496,contest
17496,cowboy boots
37835,new york
37835,rape
37835,vietnam
37835,weapon
37835,vigilante
6028,detective
6028,death
6028,agatha christie
6028,movie star
16121,africa
16121,sicily
16121,concentration camp
16121,omaha beach
16121,d-day
2768,suspicion of murder
2768,gigolo
2768,callboy
27958,gay
27958,detective
27958,gay scene
27958,undercover
27958,police
33518,hunter
33518,mutation
33518,alligator
33518,underwear
33518,toxic waste
19494,office worker
23954,female nudity
23954,stabbed to death
23954,atlantic city
23954,mobster
23954,gangster
11563,kung fu
11563,police
11563,fighter
16619,post traumatic stress  disorder
16619,depression
16619,suicide attempt
16619,grief
16619,dysfunctional family
11337,weekend
11337,violinist
11337,filmmaking
11337,film industry
5917,hero
5917,ranch
5917,shootout
5917,trial
5917,one man army
21873,bully
33214,obsession
33214,overdose
33214,inspector
33214,love
33214,psychiatrist
19761,male nudity
19761,female nudity
19761,moon
19761,chess
19761,tattoo
15119,revenge
15119,ninjas
15119,female ninja
15119,shogun
36599,dancing
36599,female nudity
36599,sex
36599,dance
36599,nudity
13783,war crimes
13783,writing
13783,mythology
13783,australian
13783,south africa
26200,spy
26200,based on tv series
1623,prison
1623,liberation of prisoners
1623,prison warden
1623,abuse
1623,prison farm
18910,insane asylum
18910,supernatural
18910,suspense
18910,psychosis
18910,combat fatigue
14460,clone
14460,hitman
14460,outer space
14460,robot
14460,explosion
28124,california
28124,bank robber
16769,country music
16769,female friendship
16769,biography
16769,loretta lynn
16769,washington state
15668,musical
15668,roller-skating
15668,camp
15668,disco
15668,greek god
14729,brother brother relationship
14729,jesse james
14729,cole younger
27346,shotgun
27346,mannequin
27346,sadism
27346,gore
27346,cult favorite
29343,female nudity
29343,rape
29343,boat
29343,mass murder
29343,mutation
21970,country house
21970,solar eclipse
21970,haunted house
21970,past
5922,bounty hunter
13005,historical figure
13005,writer
31703,ocean
31703,shipwreck
31703,nazis
31703,ship
31703,ghost ship
24825,ninjas
32020,alcohol
32020,sex
32020,hollywood
32020,prostitution
32020,drug
16127,musical
13550,industrialist
13550,wheelchair
13550,bodyguard
13550,hallucination
13550,suspense
39176,egypt
39176,suspense
39176,curse
39176,spirit
39176,archaeologist
10889,neighbor
10889,mobster
10889,gangster
10889,new york city
32030,germany
32030,usa
32030,england
32030,spy
32030,cia
42160,stuntman
30924,gore
30924,slasher
30924,b horror
30924,sunshine coast
285,ocean
285,drug abuse
285,exotic island
285,east india trading company
285,love of one's life
675,prophecy
675,witch
675,loss of lover
675,cutting the cord
675,child hero
2062,paris
2062,brother brother relationship
2062,expensive restaurant
2062,river
2062,cook
2503,paris
2503,corruption
2503,madrid
2503,assassin
2503,based on novel
6977,texas
6977,drug traffic
6977,hitman
6977,united states–mexico barrier
6977,suspense
6479,saving the world
6479,lost civilisation
6479,post-apocalyptic
6479,dystopia
6479,matter of life and death
6637,paris
6637,london
6637,assassination
6637,mount rushmore national memorial
6637,riddle
559,dual identity
559,amnesia
559,sandstorm
559,love of one's life
559,forgiveness
5876,father-son relationship
5876,monster
5876,supermarket
5876,fight
5876,artist
2270,witch
2270,based on novel
2270,new love
2270,prince
2270,beauty
1991,women
1991,disc jockey
1991,sports car
1991,bar
1991,ladykiller
1571,usa
1571,washington d.c.
1571,helicopter
1571,hostage
1571,fbi
5174,ambassador
5915,male nudity
5915,parents kids relationship
5915,camping
5915,cutting the cord
5915,self-discovery
1271,evisceration
1271,javelin
1271,shield
1271,army
1271,fall from height
1250,mephisto
1250,religion and supernatural
1250,dying and death
1250,devil's son
1250,ghost world
7326,sexuality
7326,becoming an adult
7326,puberty
7326,first time
7326,oscar award
1265,imagination
1265,creek
1265,clubhouse
1265,reality vs fantasy
1265,outsider
7485,corruption
7485,sniper
7485,senator
7485,conspiracy of murder
7485,childlessness
4347,based on novel
4347,sister sister relationship
4347,flirt
4347,loss of sister
4347,new love
7345,brother brother relationship
7345,deaf-mute
7345,american dream
7345,fanatic
7345,pipeline
4982,underdog
4982,black people
4982,drug traffic
4982,drug smuggle
4982,society
4638,village
4638,arrest
4638,police
4638,partner
4638,murder
810,ambush
810,sadness
810,stage
810,liberation of prisoners
810,island
13885,confession
13885,corset
13885,asylum
13885,razor
13885,villain
8363,becoming an adult
8363,high school
8363,young people
8363,one night
6477,pop
6477,pop star
6477,record producer
6477,surprise
6477,approach
5559,factory worker
5559,tennis
5559,flower
5559,florist
5559,flower shop
1267,saving the world
1267,tyrannosaurus rex
1267,adoption
1267,future
1267,time travel
6023,job-hopping
6023,irland
6023,shoe seller
6023,letter
6023,dying and death
4964,alcohol
4964,one-night stand
4964,bed
4964,pregnancy and birth
4964,condom
3594,suicide
3594,based on novel
3594,hotel room
3594,obsession
3594,sadomasochism
1992,loss of child
1992,military base
1992,gas
1992,grindhouse
1992,splatter
1979,fire
1979,helicopter
1979,surfboard
1979,mask
1979,satellite
4523,queen
4523,fairy tale
4523,musical
4523,princess
4523,portal
1949,california
1949,san francisco
1949,killing
1949,journalist
1949,newspaper
46302,fast food restaurant
46302,clown
46302,masked killer
46302,slasher
46302,meat cleaver
298,casino
298,thief
298,revenge
298,heist
298,las vegas nevada
1273,new york
1273,brother brother relationship
1273,journalist
1273,martial arts
1273,crime fighter
35,father-son relationship
35,lake
35,springfield
35,the simpsons
35,duff beer
6538,washington d.c.
6538,alcohol
6538,cia
6538,helicopter
6538,refugee camp
1562,london
1562,loss of mother
1562,loss of family
1562,mutant
1562,pest
4349,assassination
4349,assassin
4349,terrorist
4349,explosive
4349,fbi
440,predator
440,national guard
440,hybrid
440,alien
440,morgue
1272,saving the world
1272,bomb
1272,sun
1272,space marine
1272,sunlight
1268,holiday
1268,france
1268,film director
1268,chaos
1268,clumsy fellow
4513,sunrise
4513,winter
4513,vampire
4513,marriage crisis
4513,alaska
2268,england
2268,compass
2268,experiment
2268,lordship
2268,uncle
5723,rock and roll
5723,pop
5723,irland
5723,music style
5723,love of one's life
6145,perfect crime
6145,planned murder
6145,prosecution
6145,suspect
6145,crime
3489,fbi
3489,professor
3489,ladies' man
3489,medical examiner
3489,serial killer
4413,metropolis
4413,bravery
4413,urban life
8271,young people
8271,kidnapping and murder
4515,journalist
4515,terrorist
4515,war against terror
4515,externally controlled action
4515,manipulation
5176,saloon
5176,hero
5176,liberation of prisoners
5176,transport of prisoners
5176,wilderness
5123,date
5123,loss of son
5123,love at first sight
5123,child labour
5123,guitar
10431,fbi
10431,revenge
10431,fbi agent
23827,haunting
23827,psychic
23827,entity
23827,demonic possession
23827,found footage
2698,father-son relationship
2698,daily life
2698,married couple
2698,support
2698,arche noah
3563,coming out
3563,firemen
3563,singles
3563,pretend relationship
1738,fortune teller
1738,duringcreditsstinger
16119,musical
9963,deja vu
9963,dying and death
9963,time travel
9963,loss of husband
9963,car crash
4169,spy
4169,loyalty
4169,headquarter
4169,blow the cover
4169,girlfriend
663,ice
663,victim
663,pain
663,games
663,psychopath
5375,holiday
5375,brother brother relationship
5375,elves
5375,santa claus
5375,sleigh
10172,house
10172,moving in
10172,renovation
2976,races
2976,dream
2976,dance
2976,television
2976,tv show
9793,new mexico
9793,mutant
9793,assault
9793,survival
13649,musical
13649,music
13649,summer
13649,teenager
13649,summer job
4141,prostitute
4141,baby
4141,new love
4141,hero
4141,ball
2252,london
2252,father-son relationship
2252,prostitute
2252,tradition
2252,refugee
2310,denmark
2310,nordic mythology
2310,lie
2310,pride and vanity
2310,folk hero
3638,italy
3638,competition
3638,loss of mother
3638,loss of sister
3638,new love
8277,sex
8277,college
8277,fraternity
8277,young adult
9038,date
9038,flirt
9038,dance
9038,honeymoon
9038,dream girl
9408,sea
9408,world cup
9408,surfer
9408,wave
9408,surfboard
3021,suicide
3021,new york
3021,hotel
3021,fire
3021,hotel room
1620,assassin
1620,secret identity
1620,intelligence
1620,union of soviet socialist republics
1620,russia
13680,american football
13680,bachelor
13680,sports team
13680,sport
13680,aerobics
11199,politically incorrect
11199,motorcycle gang
11199,biker film
11199,awkwardness
11199,gay joke
285923,exploitation
285923,slasher
285923,zombies
285923,killer
7942,father-son relationship
7942,new love
7942,fiancé
7942,training
7942,rent
9966,kitchen
9966,north dakota
9966,little boy
9966,rural setting
9966,moving
1858,destroy
1858,transformation
1858,alien
1858,based on toy
1858,transformers
7350,africa
7350,brain tumor
7350,wife husband relationship
7350,casual meeting
7350,pyramid
1691,prague
1691,bratislava
1691,castration
1691,ladies' man
1691,student
1845,paris
1845,venice
1845,taxi
1845,italo-american
1845,photographer
9955,competition
9955,olympic games
9955,sport
9955,rival
9955,ice skating
8398,hitchhiker
8398,series of murders
8398,road movie
15356,terror
15356,rape
15356,suffering
15356,victim
15356,pain
13186,west virginia
13186,woods
13186,reality show
13186,cannibal
5857,sadistic
5857,seduction
5857,college
5857,striptease
5857,sadism
2082,mask
2082,babysitter
2082,sadism
2082,psychopath
2082,escape
2977,england
2977,judge
2977,irland
2977,new love
2977,empowerment
8461,brother brother relationship
8461,boat
8461,psychopath
8461,vacation
8461,murder
2312,fictional place
2312,monster
2312,loss of family
2312,new love
2312,hero
4517,england
4517,assassination
4517,spain
4517,virgin
